,Unnamed: 0,release,Title,genre,Language,Cast,Ratings,release_year
5006,5006,05/28/2021 ,Trouble,"Animation, Adventure, Family, Comedy, Music",English,"['Big Sean', 'Pamela Adlon', 'Lucy Hale', 'Marissa Jaret Winokur', 'Joel McHale', 'Wilmer Valderrama', 'Kevin Chamberlin', 'Colby Lopez', 'Jason Mraz']",6.7,2021
5007,5007,04-07-2016,Phantom of the Kill: Zero's Rebellion,"Action, Animation, Adventure, Fantasy, Mystery",Japanese,[''],6.8,2016
5008,5008,10/20/2020 ,Tremors: Shrieker Island,"Action, Horror",English,"['Michael Gross', 'Jon Heder', 'Jackie Cruz', 'Richard Brake', 'Caroline Langrishe', 'Cassie Clare', 'Sahajak Boonthanakit', 'David Asavanond', 'Alexander Winters']",6.2,2020
5009,5009,10/31/2015 ,My Little Pony: Equestria Girls: Friendship Games,"Animation, Music, Family",English,"['Tara Strong', 'Rebecca Shoichet', 'Ashleigh Ball', 'Andrea Libman', 'Tabitha St. Germain', 'Cathy Weseluck', 'Iris Quinn', 'Nicole Oliver', 'Britt McKillip']",7.4,2015
5010,5010,04/23/2016 ,I've Always Liked You,"Animation, Drama, Romance",Japanese,"['Aki Toyosaki', 'Haruka Tomatsu', 'Kana Asumi', 'Yuki Kaji', 'Kenichi Suzumura', 'Hiroshi Kamiya', 'Hikaru Midorikawa', 'Tsubasa Yonaga', 'Natsuki Hanae']",7.6,2016
5011,5011,10/21/1982 ,Das Boot,"Drama, History, War",German,"['Jürgen Prochnow', 'Herbert Grönemeyer', 'Klaus Wennemann', 'Hubertus Bengsch', 'Martin Semmelrogge', 'Bernd Tauber', 'Erwin Leder', 'Martin May', 'Heinz Hoenig']",8.1,1982
5012,5012,10-01-2002,Boat Trip,Comedy,English,"['Cuba Gooding Jr.', 'Horatio Sanz', 'Roselyn Sánchez', 'Vivica A. Fox', 'Maurice Godin', 'Roger Moore', 'Victoria Silvstedt', 'Lin Shaye', 'Jennifer Gareis']",5.3,2002
5013,5013,02-07-1941,The Great Dictator,"Comedy, War",English,"['Charlie Chaplin', 'Dictator of Tomania / A Jewish Barber', 'Benzino Napaloni', 'Reginald Gardiner', 'Henry Daniell', 'Billy Gilbert', 'Grace Hayle', 'Carter DeHaven', 'Paulette Goddard', 'Maurice Moscovitch']",8.3,1941
5014,5014,02-10-2011,Open Season 3,"Adventure, Animation, Family, Comedy",English,"['Matthew J. Munn', 'Nika Futterman', 'Maddie Taylor', 'Karley Scott Collins', 'Ciara Bravo', 'Dana Snyder', 'Cody Cameron', 'Steve Schirripa', 'Sean Mullen']",5.6,2011
5015,5015,09-03-2015,Young Mother 3,Romance,Korean,"['Kim Jeong-ah-II', 'Kim Ha-rae', 'Yeong Ah', 'Song Yo-sep']",5.2,2015
5016,5016,10-05-2021,Escape the Undertaker,"Horror, Mystery, Family",English,"['Mark Calaway', 'Kofi Sarkodie-Mensah', 'Austin Watson', 'Ettore Ewen']",5.1,2021
5017,5017,04/14/2005 ,Hostage,"Action, Thriller, Crime",English,"['Bruce Willis', 'Ben Foster', 'Jonathan Tucker', 'Jimmy Bennett', 'Michelle Horn', 'Marshall Allman', 'Kevin Pollak', 'Rumer Willis', 'Robert Knepper']",6.3,2005
5018,5018,11-07-1998,Sex and Zen III,"Comedy, Romance, Drama, Adventure",Cantonese,"['Jane Chung', 'Karen Yeung Ga-Ling', 'Dung Yi', 'Elvis Tsui', 'Timothy Zao', 'Ronald Wong', 'Noel Chik King-Man', 'Ricky Yi Fan-Wai', 'Christine Hung Hiu-Wan']",6.3,1998
5019,5019,01-06-1994,Robin Hood: Men in Tights,Comedy,English,"['Cary Elwes', 'Richard Lewis', 'Roger Rees', 'Amy Yasbeck', 'Dave Chappelle', 'Isaac Hayes', 'Mark Blankfield', 'Eric Allan Kramer', 'Matthew Porretta']",6.6,1994
5020,5020,08-04-2011,Red Dog,"Drama, Comedy, Family",English,"['Josh Lucas', 'Rachael Taylor', 'Rohan Nichol', 'Luke Ford', 'Arthur Angel', 'John Batchelor', 'Keisha Castle-Hughes', 'Noah Taylor', 'Loene Carmen']",7.3,2011
5021,5021,05-03-2017,Bad Genius,"Drama, Crime, Thriller, Comedy",Thai,"['Chutimon Chuengcharoensukying', 'Eisaya Hosuwan', 'Teeradon Supapunpinyo', 'Chanon Santinatornkul', 'Thaneth Warakulnukroh', 'Pasin Kuansataporn', 'Ego Mikitas', 'Sarinrat Thomas', 'Sahajak Boonthanakit']",7.9,2017
5022,5022,04-08-2023,Single Bells,"Comedy, Romance",Tagalog,"['Alex Gonzaga', 'Angeline Quinto', 'Aljur Abrenica', 'Victor Silayan', 'Julian Roxas', 'Ruby Ruiz', 'Leo Bruno', 'Papa Jackson']",0.0,2023
5023,5023,05/26/1970 ,Beneath the Planet of the Apes,"Adventure, Sci-Fi, Mystery",English,"['James Franciscus', 'Kim Hunter', 'Maurice Evans', 'Linda Harrison', 'Paul Richards', 'Victor Buono', 'James Gregory', 'Jeff Corey', 'Natalie Trundy']",6.2,1970
5024,5024,12/26/2009 ,Old Dogs,"Comedy, Family",English,"['John Travolta', 'Robin Williams', 'Kelly Preston', 'Conner Rayburn', 'Ella Bleu Travolta', 'Lori Loughlin', 'Seth Green', 'Bernie Mac', 'Matt Dillon']",5.5,2009
5025,5025,08/25/2000 ,Vampire Hunter D: Bloodlust,"Animation, Fantasy, Horror, Action",Japanese,"['Hideyuki Tanaka', 'Ichiro Nagai', 'Koichi Yamadera', 'Emi Shinohara', 'Yusaku Yara', 'Megumi Hayashibara', 'Hochu Otsuka', 'Toshihiko Seki', 'Ryuuzaburou Ootomo']",7.5,2000
5026,5026,10-02-1992,Bitter Moon,"Thriller, Drama, Romance",English,"['Peter Coyote', 'Emmanuelle Seigner', 'Hugh Grant', 'Kristin Scott Thomas', 'Victor Banerjee', 'Sophie Patel', 'Patrick Albenque', 'Smilja Mihailovitch', 'Leo Eckmann']",7.1,1992
5027,5027,08/29/2019 ,Dragged Across Concrete,"Crime, Action, Thriller",English,"['Mel Gibson', 'Vince Vaughn', 'Tory Kittles', 'Michael Jai White', 'Jennifer Carpenter', 'Don Johnson', 'Laurie Holden', 'Fred Melamed', 'Udo Kier']",6.6,2019
5028,5028,04/17/2015 ,Child 44,"Crime, Thriller",English,"['Tom Hardy', 'Gary Oldman', 'Noomi Rapace', 'Fares Fares', 'Joel Kinnaman', 'Paddy Considine', 'Jason Clarke', 'Mark Lewis Jones', 'Vincent Cassel']",6.3,2015
5029,5029,10-07-2010,Eat Pray Love,"Drama, Romance",English,"['Julia Roberts', 'Javier Bardem', 'James Franco', 'Billy Crudup', 'Richard Jenkins', 'Viola Davis', 'I. Gusti Ayu Puspawati', 'Hadi Subiyanto', 'A. Jay Radcliff']",6.2,2010
5030,5030,08/22/2002 ,The Sum of All Fears,"Thriller, Action, Drama",English,"['Ben Affleck', 'Morgan Freeman', 'James Cromwell', 'Liev Schreiber', 'Bridget Moynahan', 'Alan Bates', 'Ciarán Hinds', 'Philip Baker Hall', 'Ron Rifkin']",6.3,2002
5031,5031,09/25/2008 ,The House Bunny,"Romance, Comedy",English,"['Anna Faris', 'Emma Stone', 'Kat Dennings', 'Katharine McPhee', 'Rumer Willis', 'Hugh Hefner', 'Christopher McDonald', '""Beverly DAngelo""', 'Kiely Williams']",5.7,2008
5032,5032,12/16/2021 ,Minnal Murali,"Action, Comedy, Fantasy",Malayalam,"['Tovino Thomas', 'Guru Somasundaram', 'Harisree Ashokan', 'Aju Varghese', 'Baiju Santhosh', 'Femina George', 'Sneha Babu', 'Bijukuttan', 'Jude Anthany Joseph']",7.2,2021
5033,5033,06/24/2004 ,Mindhunters,"Mystery, Thriller, Crime",English,"['Kathryn Morris', 'Jonny Lee Miller', 'LL Cool J', 'Christian Slater', 'Patricia Velásquez', 'Clifton Collins Jr.', 'Eion Bailey', 'Will Kemp', 'Val Kilmer']",6.5,2004
5034,5034,01/26/2018 ,Kickboxer: Retaliation,"Action, Drama",English,"['Alain Moussi', 'Christopher Lambert', 'Jean-Claude Van Damme', 'Mike Tyson', 'Sara Malakul Lane', 'Hafþór Júlíus Björnsson', 'Sam Medina', 'Steven Swadling', 'Miles Strommen']",5.4,2018
5035,5035,01/17/1998 ,Who Am I?,"Adventure, Action, Comedy, Thriller",Cantonese,"['Jackie Chan', 'Michelle Ferre', 'Mirai Yamamoto', 'Ron Smerczak', 'Ed Nelson', 'Ron Smoorenburg', 'Ken Lo', 'Kane Kosugi', 'Mike Ian Lambert']",7.1,1998
5036,5036,08-11-2016,Bad Moms,Comedy,English,"['Mila Kunis', 'Kristen Bell', 'Kathryn Hahn', 'Christina Applegate', 'Jada Pinkett Smith', 'Jay Hernandez', 'Clark Duke', 'Annie Mumolo', 'Emjay Anthony']",6.5,2016
5037,5037,02-09-2007,Goal! II: Living the Dream,Drama,English,"['Kuno Becker', 'Stephen Dillane', 'Anna Friel', 'Leonor Varela', 'Elizabeth Peña', 'Carmelo Gómez', 'Miriam Colon', 'Frances Barber', 'William Beck']",6.0,2007
5038,5038,03/14/2019 ,Hotel Mumbai,"Thriller, History, Drama, Action",English,"['Dev Patel', 'Armie Hammer', 'Nazanin Boniadi', 'Tilda Cobham-Hervey', 'Anupam Kher', 'Jason Isaacs', 'Suhail Nayyar', 'Amandeep Singh', 'Manoj Mehra']",7.6,2019
5039,5039,08-01-1987,The Lost Boys,"Horror, Comedy, Thriller",English,"['Jason Patric', 'Corey Haim', 'Dianne Wiest', 'Barnard Hughes', 'Edward Herrmann', 'Kiefer Sutherland', 'Jami Gertz', 'Corey Feldman', 'Jamison Newlander']",7.1,1987
5040,5040,10-07-2021,Mickey's Tale of Two Witches,Animation,English,"['Bret Iwan', 'Bill Farmer', 'Tress MacNeille', 'Kaitlyn Robrock', 'April Winchell']",7.1,2021
5041,5041,04-07-2023,Questions for Memories,Documentary,English,"['Abel Ortega', 'María Isabel Reyes', 'Nicolas Anderson', 'Anderson Matthew']",0.0,2023
5042,5042,04-08-2023,Unravel: A Swiss Side Love Story,Romance,Tagalog,"['Gerald Anderson', 'Kylie Padilla']",0.0,2023
5043,5043,01-07-2022,The Tender Bar,Drama,English,"['Tye Sheridan', 'Ben Affleck', 'Daniel Ranieri', 'Lily Rabe', 'Christopher Lloyd', 'Max Martini', 'Rhenzy Feliz', 'Briana Middleton', 'Max Casella']",6.6,2022
5044,5044,08/18/1983 ,WarGames,"Thriller, Sci-Fi, Drama",English,"['Matthew Broderick', 'Dabney Coleman', 'John Wood', 'Ally Sheedy', 'Barry Corbin', 'Juanin Clay', 'Kent Williams', 'Dennis Lipscomb', 'Joe Dorsey']",7.1,1983
5045,5045,06-01-1972,The Way of the Dragon,"Action, Crime",Cantonese,"['Bruce Lee', 'Nora Miao', 'Chuck Norris', 'Wei Ping-ao', 'Huang Tsung-Hsun', 'Robert Wall', 'Ing-Sik Whang', 'Chin Ti', 'Tony Liu']",7.4,1972
5046,5046,09-02-1993,Menace II Society,"Drama, Crime",English,"['Tyrin Turner', 'Larenz Tate', 'Glenn Plummer', 'Jada Pinkett Smith', 'Samuel L. Jackson', 'June Kyoto Lu', 'Toshi Toda', 'Reginald Ballard', 'Khandi Alexander']",7.5,1993
5047,5047,10/15/2019 ,A Cinderella Story: Christmas Wish,"Comedy, Music, Romance, Fantasy",English,"['Laura Marano', 'Gregg Sulkin', 'Johannah Newmarch', 'Lillian Doucet-Roche', 'Maddie Phillips', 'Chanelle Peloso', 'Trezzo Mahoro', 'Cassandra Naud', 'Isabella Gomez']",6.4,2019
5048,5048,03-12-2004,Three Steps Over Heaven,"Drama, Romance",Italian,"['Riccardo Scamarcio', 'Katy Louise Saunders', 'Mauro Meconi', 'Maria Chiara Augenti', 'Claudio Bigagli', 'Galatea Ranzi', 'Giulia Elettra Gorietti', 'Ivan Bacchi', 'Lorenzo Balducci']",5.7,2004
5049,5049,08/21/2010 ,Lake Placid 3,"Horror, Action, Sci-Fi, Thriller",English,"['Colin Ferguson', 'Yancy Butler', 'Kirsty Mitchell', 'Kacey Clarke', 'Michael Ironside', 'Mark Evans', 'Nils Hognestad', 'Bianca Ilich', 'Brian Landon']",5.2,2010
5050,5050,08/13/2015 ,The Man from U.N.C.L.E.,"Comedy, Action, Adventure",English,"['Henry Cavill', 'Armie Hammer', 'Alicia Vikander', 'Elizabeth Debicki', 'Luca Calvani', 'Sylvester Groth', 'Hugh Grant', 'Jared Harris', 'Christian Berkel']",7.1,2015
5051,5051,01/19/2014 ,The Nut Job,"Animation, Comedy, Family, Adventure",English,"['Will Arnett', 'Brendan Fraser', 'Liam Neeson', 'Katherine Heigl', 'Stephen Lang', 'Maya Rudolph', 'Jeff Dunham', 'Gabriel Iglesias', 'Sarah Gadon']",5.8,2014
5052,5052,03/31/1988 ,Police Academy 5: Assignment Miami Beach,"Comedy, Crime",English,"['Bubba Smith', 'David Graf', 'Michael Winslow', 'Leslie Easterbrook', 'Marion Ramsey', 'Janet Jones', 'Lance Kinsey', 'Matt McCoy', 'G.W. Bailey']",5.2,1988
5053,5053,10/19/1995 ,A Walk in the Clouds,"Drama, Romance",English,"['Keanu Reeves', 'Aitana Sánchez-Gijón', 'Anthony Quinn', 'Angélica Aragón', 'Evangelina Elizondo', 'Debra Messing', 'Giancarlo Giannini', 'Freddy Rodríguez', 'Jr.']",7.2,1995
5054,5054,04-09-2023,Giving Hope: The Ni'cola Mitchell Story,"Drama, Crime, TV Movie",English,"['Tatyana Ali', 'Kudakwashe Rutendo', 'Nadine Roden', 'Mikalah Reid-Beckette']",0.0,2023
5055,5055,11/14/2022 ,Stutz,Documentary,English,"['Jonah Hill', 'Phil Stutz']",7.6,2022
5056,5056,09-05-1997,The Hyena,"Thriller, Romance",Italian,"['Cinzia Roccaforte', '""David DIngeo""', 'Anna Maria Petrova', 'Jason Saucier', 'Lisa Comshaw', 'Fonda Rosing', 'Chuck Martinez', 'Nevena Boris']",3.7,1997
5057,5057,08/18/2016 ,The Shallows,"Horror, Drama, Thriller",English,"['Blake Lively', 'Óscar Jaenada', 'Janelle Bailey', 'Chelsea Moody', 'Angelo Josue Lozano Corzo', 'José Manuel Trujillo Salas', 'Brett Cullen', 'Sedona Legge', 'Pablo Calva']",6.4,2016
5058,5058,12/20/2012 ,From Up on Poppy Hill,"Animation, Drama",Japanese,"['Masami Nagasawa', 'Junichi Okada', 'Keiko Takeshita', 'Yuriko Ishida', 'Rumi Hiiragi', 'Jun Fubuki', 'Takashi Naito', 'Shunsuke Kazama', 'Nao Omori']",7.5,2012
5059,5059,06/26/1986 ,The Color Purple,Drama,English,"['Danny Glover', 'Whoopi Goldberg', 'Margaret Avery', 'Oprah Winfrey', 'Willard E. Pugh', 'Akosua Busia', 'Desreta Jackson', 'Adolph Caesar', 'Rae Dawn Chong']",7.8,1986
5060,5060,08-06-2018,The Death of Superman,"Sci-Fi, Animation, Action, Drama",English,"['""Jerry OConnell""', 'Rebecca Romijn', 'Rainn Wilson', 'Rosario Dawson', 'Nathan Fillion', 'Christopher Gorham', 'Matt Lanter', 'Shemar Moore', 'Nyambi Nyambi']",7.5,2018
5061,5061,02/21/2008 ,August Rush,"Family, Drama, Music",English,"['Freddie Highmore', 'Keri Russell', 'Jonathan Rhys Meyers', 'Terrence Howard', 'Robin Williams', 'William Sadler', 'Marian Seldes', 'Mykelti Williamson', 'Leon G. Thomas III']",7.4,2008
5062,5062,08-07-1981,Heavy Metal,"Animation, Sci-Fi, Adventure, Fantasy, Music",English,"['Rodger Bumpass', 'Jackie Burroughs', 'Joe Flaherty', 'Harold Ramis', 'John Candy', 'Don Francks', 'Caroline Semple', 'Richard Romanus', 'Susan Roman']",6.5,1981
5063,5063,04/26/2022 ,Sulle nuvole,"Drama, Romance",Italian,"['Marco Cocci', 'Barbara Ronchi', 'Paolo Briguglia', 'Bettina Giovannini', 'Fabio Morici', 'Sergio Romano', 'Giovanni Toscano', 'Federica Sabatini']",5.7,2022
5064,5064,08-02-2016,In the Name of Ben-Hur,Action,English,"['Jonno Davies', 'Adrian Bouchet', 'Lucy Drive', 'Stephanie Beran', 'Lara Heller', 'Gana Bayarsaikhan', 'Marcello Walton', 'Dylan Jones', 'Henry Douthwaite']",4.1,2016
5065,5065,03/13/2014 ,3 Days to Kill,"Action, Drama, Thriller",English,"['Kevin Costner', 'Hailee Steinfeld', 'Connie Nielsen', 'Amber Heard', 'Tómas Lemarquis', 'Richard Sammel', 'Raymond J. Barry', 'Marc Andréoni', 'Bruno Ricci']",6.1,2014
5066,5066,04-04-2019,mid90s,"Drama, Comedy",English,"['Sunny Suljic', 'Katherine Waterston', 'Lucas Hedges', 'Na-kel Smith', 'Olan Prenatt', 'Gio Galicia', 'Ryder McLaughlin', 'Alexa Demie', 'Fig Camila Abner']",7.5,2019
5067,5067,08-12-2015,The Guest,"Mystery, Thriller, Action",English,"['Dan Stevens', 'Maika Monroe', 'Brendan Meyer', 'Sheila Kelley', 'Leland Orser', 'Lance Reddick', 'Joel David Moore', 'Ethan Embry', 'Tabatha Shaun']",6.6,2015
5068,5068,12/15/2015 ,Kung Fu Panda: Secrets of the Scroll,"Animation, Family, Comedy",English,"['Jack Black', 'James Hong', 'Dustin Hoffman', 'Seth Rogen', 'Lucy Liu', 'Kari Wahlgren', 'Tara Macri', 'Randall Duk Kim', 'David Cross']",6.9,2015
5069,5069,03/25/1994 ,Sister Act 2: Back in the Habit,"Music, Comedy",English,"['Whoopi Goldberg', 'Kathy Najimy', 'Lauryn Hill', 'Sheryl Lee Ralph', 'Maggie Smith', 'Barnard Hughes', 'Mary Wickes', 'James Coburn', 'Michael Jeter']",6.4,1994
5070,5070,09/21/2022 ,Little Lies,"Comedy, Romance, Thriller",Spanish,"['Lucas Akoskin', 'Leonor Varela', 'Florencia Peña', 'Benjamín Vicuña', 'Coca Guazzini', 'Germán Baudino', 'Flor Vigna', 'Agustina Suásquita']",7.6,2022
5071,5071,11/14/2019 ,Mia and the White Lion,"Adventure, Family, Drama",French,"['Daniah De Villiers', 'Mélanie Laurent', 'Langley Kirkwood', 'Ryan Mac Lennan', 'Thor the White Lion', 'Lionel Newton', 'Lillian Dube', 'Brandon Auret', 'Elvis the Meerkat']",7.3,2019
5072,5072,08/27/2020 ,Cosmoball,"Sci-Fi, Adventure",Russian,"['Evgeny Romantsov', 'Victoria Agalakova', 'Mariya Lisovaya', 'Evgeny Mironov', 'Ivan Ivanovich', 'Elizaveta Taychenacheva', 'Hristina Blokhina', 'Valeriya Bukina', 'Elena Yakovleva']",6.4,2020
5073,5073,01/21/2004 ,Scooby-Doo! and the Monster of Mexico,"Animation, Comedy, Family, Mystery",English,"['Frank Welker', 'Casey Kasem', 'Heather North', 'Nicole Jaffe', 'Candi Milo', 'Maria Canals-Barrera', 'Jesse Borrego', 'Brandon Gonzales', 'Castulo Guerra']",7.4,2004
5074,5074,10/22/2015 ,Burnt,Drama,English,"['Bradley Cooper', 'Sienna Miller', 'Omar Sy', 'Daniel Brühl', 'Riccardo Scamarcio', 'Sam Keeley', 'Alicia Vikander', 'Matthew Rhys', 'Lily James']",6.5,2015
5075,5075,12/31/2019 ,Abigail,"Adventure, Fantasy, Mystery",English,"['Tinatin Dalakishvili', 'Rinal Mukhametov', 'Artyom Tkachenko', 'Ravshana Kurkova', 'Kseniya Kutepova', 'Gleb Bochkov', 'Olivier Siou', 'Sesil Plezhe', 'Nikita Dyuvbanov']",6.2,2019
5076,5076,11/30/2022 ,Angry Annie,"Comedy, Drama",French,"['Laure Calamy', 'Pascale Arbillot', 'Zita Hanrot', 'India Hair', 'Yannick Choirat', 'Damien Chapelle', 'Marie Cornillon', 'Éric Caravaca', 'Christelle Cornil']",8.2,2022
5077,5077,08-07-2019,Heidi,"Adventure, Family",German,"['Anuk Steffen', 'Bruno Ganz', '""Heidis grandfather""', 'Geissenpeter', 'Klara Sesemann', 'Miss Rottenmeier', 'Mr. Sesemann', 'Grandmother Sesemann', 'Tinette']",7.1,2019
5078,5078,10/15/2020 ,Stay Out of the Attic,Horror,English,"['Morgan Alexandria', 'Bryce Fernelius', 'Michael Flynn', 'Ryan Francis', 'Brynn Hurlburt', 'Avery Pizzuto']",5.7,2020
5079,5079,04-07-2023,Hilda Crack 7,"Comedy, Animation",English,[''],0.0,2023
5080,5080,09/19/1996 ,Eraser,"Action, Drama, Mystery, Thriller",English,"['Arnold Schwarzenegger', 'Vanessa Williams', 'James Caan', 'James Coburn', 'Robert Pastorelli', 'James Cromwell', 'Danny Nucci', 'Andy Romano', 'Nick Chinlund']",6.0,1996
5081,5081,12-03-1982,Tron,"Sci-Fi, Action, Adventure",English,"['Jeff Bridges', 'Bruce Boxleitner', 'David Warner', 'Cindy Morgan', 'Barnard Hughes', 'Dan Shor', 'Peter Jurasik', 'Tony Stephano', 'Craig Chudy']",6.7,1982
5082,5082,04-09-2023,The Blessing Bracelet,"TV Movie, Romance, Drama",English,"['Amanda Schull', 'Carlo Marks', 'Morgana Wyllie', 'Kathryn Dobbs', 'Lindsay Gibson', 'Micah Kelpin', 'William MacDonald', 'Nathan Parrott', 'Eileen Pedde']",0.0,2023
5083,5083,10/19/2007 ,The Ten Commandments,"Animation, Drama, Family, History",English,"['Alfred Molina', 'Ben Kingsley', 'Elliott Gould', 'Christian Slater']",5.2,2007
5084,5084,10/19/2007 ,The Ten Commandments,"Animation, Drama, Family, History",English,"['Alfred Molina', 'Ben Kingsley', 'Elliott Gould', 'Christian Slater']",5.2,2007
5085,5085,03-02-2011,Hall Pass,"Comedy, Romance",English,"['Owen Wilson', 'Jason Sudeikis', 'Jenna Fischer', 'Richard Jenkins', 'Alexandra Daddario', 'Christina Applegate', 'Stephen Merchant', 'Nicky Whelan', 'Larry Joe Campbell']",5.7,2011
5086,5086,12/21/2020 ,"ariana grande: excuse me, i love you","Music, Documentary",English,"['Ariana Grande', 'Scott Nicholson', 'Brian Nicholson', 'Joesar Alva', 'Cory Graves', 'Bong Buño', 'Igor Faria', 'Darrion Gallegos', 'Nekai Johnson']",8.2,2020
5087,5087,04/17/2008 ,Forgetting Sarah Marshall,"Comedy, Romance, Drama",English,"['Jason Segel', 'Kristen Bell', 'Mila Kunis', 'Russell Brand', 'Bill Hader', 'Jonah Hill', 'Liz Cackowski', 'Jack McBrayer', 'Maria Christina Thayer']",6.5,2008
5088,5088,10/13/2021 ,The Wolf and the Lion,"Family, Adventure",English,"['Molly Kunz', 'Graham Greene', 'Charlie Carrick', 'Derek Johns', 'Rebecca Croll', 'Rhys Slack', 'Evan Buliung', 'Daniel Brochu', 'Victor Cornfoot']",7.5,2021
5089,5089,03-05-2019,Discarnate,"Horror, Thriller",English,"['Thomas Kretschmann', 'Nadine Velazquez', 'Josh Stewart', 'Bex Taylor-Klaus', 'Cassandra Clark', 'Ashton Amaba', 'Chris Coy', 'Matt Munroe', 'Jake Vaughn']",5.4,2019
5090,5090,09/24/2009 ,Surrogates,"Sci-Fi, Action, Thriller",English,"['Bruce Willis', 'Radha Mitchell', 'Rosamund Pike', 'James Cromwell', 'Ving Rhames', 'Helena Mattsson', 'Boris Kodjoe', 'Ian Novick', 'Devin Ratray']",6.1,2009
5091,5091,06/18/2003 ,High Tension,"Horror, Thriller, Mystery",French,"['Cécile de France', 'Maïwenn', 'Philippe Nahon', 'Andrei Finti', 'Oana Pellea', 'Marco Claudiu Pascu', 'Franck Khalfoun', 'Jean-Claude de Goros', 'Bogdan Uritescu']",6.8,2003
5092,5092,11/27/1959 ,North by Northwest,"Mystery, Thriller",English,"['Cary Grant', 'Eva Marie Saint', 'James Mason', 'Jessie Royce Landis', 'Leo G. Carroll', 'Josephine Hutchinson', 'Philip Ober', 'Martin Landau', 'Adam Williams']",8.0,1959
5093,5093,07/22/1977 ,Orca,"Adventure, Horror, Thriller",English,"['Richard Harris', 'Charlotte Rampling', 'Will Sampson', 'Bo Derek', 'Keenan Wynn', 'Robert Carradine', 'Scott Walker', 'Peter Hooten', 'Wayne Heffley']",6.2,1977
5094,5094,08-12-2021,The Ice Road,"Action, Thriller",English,"['Liam Neeson', 'Marcus Thomas', 'Laurence Fishburne', 'Amber Midthunder', 'Holt McCallany', 'Matt McCoy', 'Martin Sensmeier', 'Matt Salinger', 'BJ Verot']",7.0,2021
5095,5095,10/29/1998 ,Halloween H20: 20 Years Later,"Horror, Thriller",English,"['Jamie Lee Curtis', 'Josh Hartnett', 'Adam Arkin', 'Michelle Williams', 'Adam Hann-Byrd', '""Jodi Lyn OKeefe""', 'LL Cool J', 'Janet Leigh', 'Joseph Gordon-Levitt']",6.0,1998
5096,5096,03/25/2014 ,"Monster High: Frights, Camera, Action!","Family, Animation, Fantasy",English,"['Debi Derryberry', 'Salli Saffioti', 'Julie Maddalena', 'James Horan', 'Cam Clarke', 'Karen Strassman', 'Kate Higgins', 'Laura Bailey', 'Audu Paden']",7.3,2014
5097,5097,02/17/2022 ,Erax,"Mystery, Family",English,"['Jasmine Cephas Jones', 'Genesis White', 'Lance Gross']",4.8,2022
5098,5098,10/30/2014 ,The Best of Me,"Drama, Romance",English,"['Michelle Monaghan', 'James Marsden', 'Luke Bracey', 'Liana Liberato', 'Gerald McRaney', 'Caroline Goodall', 'Clarke Peters', 'Sebastian Arcelus', 'Jon Tenney']",7.5,2014
5099,5099,10/27/2022 ,I Am the Abyss,Thriller,Italian,"['Michela Cescon', 'Gabriel Montesi', 'Sara Ciocca', 'Giordana Faggiano', 'Sergio Albelli', 'Lidiya Liberman', 'Andrea Gherpelli', 'Katia Fellin', 'Adalgisa Manfrida']",5.8,2022
5100,5100,08-11-2005,Wedding Crashers,"Comedy, Romance",English,"['Owen Wilson', 'Vince Vaughn', 'Christopher Walken', 'Rachel McAdams', 'Isla Fisher', 'Jane Seymour', 'Ellen Albertini Dow', '""Keir ODonnell""', 'Bradley Cooper']",6.5,2005
5101,5101,04/17/2004 ,Detective Conan: Magician of the Silver Sky,"Animation, Mystery",Japanese,"['Minami Takayama', 'Kappei Yamaguchi', 'Wakana Yamazaki', 'Akira Kamiya', 'Kenichi Ogata', 'Hidekatsu Shibata', 'Megumi Hayashibara', 'Gara Takashima', 'Keiko Toda']",6.9,2004
5102,5102,12-04-2003,Master and Commander: The Far Side of the World,"Adventure, Drama, War",English,"['Russell Crowe', 'Paul Bettany', 'Billy Boyd', 'Coxswain', '1st Lt. Thomas Pullings', 'Midshipman Hollom', 'Joe Plaice', 'Mark Lewis Jones', 'Whaler', 'Captain Howard', 'Richard McCabe']",7.1,2003
5103,5103,09/25/1999 ,Inferno,"Action, Drama, Romance",English,"['Jean-Claude Van Damme', 'Pat Morita', 'Danny Trejo', 'Gabrielle Fitzpatrick', 'Larry Drake', 'Vincent Schiavelli', 'David ""Shark"" Fralick', 'Silas Weir Mitchell', 'Jonathan Avildsen']",6.1,1999
5104,5104,07/27/2007 ,Savage Grace,Drama,English,"['Julianne Moore', 'Stephen Dillane', 'Eddie Redmayne', 'Anne Reid', 'Elena Anaya', 'Hugh Dancy', 'Martin Huberty', 'Minnie Marx', 'Jim Arnold']",5.7,2007
5105,5105,06/28/2007 ,Transformers,"Adventure, Sci-Fi, Action",English,"['Shia LaBeouf', 'Megan Fox', 'Josh Duhamel', 'Tyrese Gibson', 'Rachael Taylor', 'Anthony Anderson', 'Jon Voight', 'John Turturro', '""Michael ONeill""']",6.8,2007
5106,5106,08/24/1985 ,Flower and Snake 2: Sketch of Hell,"Thriller, Drama",Japanese,"['Kaori Asô', 'Mami Fujimura', 'Mari Somei', 'Akemi Nagisa', 'Kayo Kiyomoto', 'Jouji Nakata', 'Aiko Masuda', 'Masaaki Hiraoka', 'Kazuyuki Senba']",5.0,1985
