,Unnamed: 0,release,Title,genre,Language,Cast,Ratings,release_year
0,0,03-02-2023,Creed III,"Drama, Action",English,"['Michael B. Jordan', 'Tessa Thompson', 'Jonathan Majors', 'Wood Harris', 'Phylicia Rashād', 'Mila Davis-Kent', 'Florian Munteanu', 'José Benavidez Jr.', 'Selenis Leyva']",7.3,2023
1,1,12/15/2022 ,Avatar: The Way of Water,"Sci-Fi, Adventure, Action",English,"['Sam Worthington', 'Zoe Saldaña', 'Sigourney Weaver', 'Stephen Lang', 'Kate Winslet', 'Cliff Curtis', 'Joel David Moore', 'CCH Pounder', 'Edie Falco']",7.8,2022
2,2,04-05-2023,The Super Mario Bros. Movie,"Animation, Adventure, Family, Fantasy, Comedy",English,"['Chris Pratt', 'Anya Taylor-Joy', 'Charlie Day', 'Jack Black', 'Keegan-Michael Key', 'Seth Rogen', 'Fred Armisen', 'Kevin Michael Richardson', 'Sebastian Maniscalco']",7.6,2023
3,3,01-05-2023,Mummies,"Animation, Comedy, Family, Adventure, Fantasy",Spanish,"['Óscar Barberán', 'Ana Esther Alborg', 'Luis Pérez Reina', 'María Luisa Solá', 'Jaume Solà', 'José Luis Mediavilla', 'José Javier Serrano Rodríguez', 'Aleix Estadella', 'María Moscardó']",7.0,2023
4,4,03/17/2023 ,Supercell,Action,English,"['Skeet Ulrich', 'Anne Heche', 'Daniel Diemer', 'Jordan Kristine Seamón', 'Alec Baldwin', 'Richard Gunn', 'Praya Lundberg', 'Johnny Wactor', 'Anjul Nigam']",6.1,2023
5,5,02/23/2023 ,Cocaine Bear,"Thriller, Comedy, Crime",English,"['Keri Russell', 'Alden Ehrenreich', '""OShea Jackson Jr.""', 'Ray Liotta', 'Kristofer Hivju', 'Margo Martindale', 'Christian Convery', 'Isiah Whitlock Jr.', 'Jesse Tyler Ferguson']",6.6,2023
6,6,03/23/2023 ,John Wick: Chapter 4,"Action, Thriller, Crime",English,"['Keanu Reeves', 'Donnie Yen', 'Bill Skarsgård', 'Ian McShane', 'Laurence Fishburne', 'Lance Reddick', 'Clancy Brown', 'Hiroyuki Sanada', 'Shamier Anderson']",8.0,2023
7,7,12/26/2022 ,Puss in Boots: The Last Wish,"Animation, Family, Fantasy, Adventure, Comedy",English,"['Antonio Banderas', 'Salma Hayek', 'Harvey Guillén', 'Wagner Moura', 'Florence Pugh', 'Olivia Colman', 'Ray Winstone', 'Samson Kayo', 'John Mulaney']",8.3,2022
8,8,09/30/2022 ,Attack on Titan,"Action, Sci-Fi",English,"['Paul Bianchi', 'Erin Coker', 'Jack Pearson', 'Anthony Jensen', 'Neli Sabour', 'Karan Sagoo', 'Natalie Storrs', 'Justin Tanks', 'Jenny Tran']",5.9,2022
9,9,03-02-2023,The Park,"Action, Drama, Horror, Sci-Fi, Thriller",English,"['Chloe Guidry', 'Nhedrick Jabier', 'Carmina Garay', 'Billy Slaughter', 'Carli McIntyre', 'Laura Coover', 'Presley Richardson', 'Sean Papajohn', 'Legend Jay Jones']",5.8,2023
10,10,02/14/2023 ,Winnie the Pooh: Blood and Honey,"Horror, Thriller",English,"['Craig David Dowsett', 'Chris Cordell', 'Amber Doig-Thorne', 'Natasha Tosini', 'Maria Taylor', 'Nikolai Leon', 'May Kelly', 'Danielle Ronald', 'Danielle Scott']",5.8,2023
11,11,11-02-2022,The Exorcist,Horror,Spanish,"['María Evoli', 'Diana Bracho', 'Tina Romero', 'Norma Lazareno', 'Pilar Santacruz', 'Salvador Sánchez', 'Julio Bracho', 'Ramón Medína']",5.5,2022
12,12,03/31/2023 ,Murder Mystery 2,"Comedy, Mystery, Action",English,"['Adam Sandler', 'Jennifer Aniston', 'Mark Strong', 'Mélanie Laurent', 'Jodie Turner-Smith', 'John Kani', 'Kuhoo Verma', 'Dany Boon', 'Adeel Akhtar']",6.5,2023
13,13,11-10-2022,Black Panther: Wakanda Forever,"Action, Adventure, Sci-Fi",English,"['Letitia Wright', '""Lupita Nyongo""', 'Danai Gurira', 'Winston Duke', 'Dominique Thorne', 'Tenoch Huerta Mejía', 'Angela Bassett', 'Florence Kasumba', 'Michaela Coel']",7.3,2022
14,14,04-06-2023,The Pope's Exorcist,"Horror, Mystery",English,"['Russell Crowe', 'Daniel Zovatto', 'Alex Essoe', 'Franco Nero', 'Laurel Marsden', 'Cornell John', 'Ralph Ineson', 'River Hawkins', 'Pablo Raybould']",7.2,2023
15,15,07/22/2022 ,Prizefighter: The Life of Jem Belcher,"Drama, History",English,"['Matt Hookings', 'Ray Winstone', 'Jodhi May', 'Marton Csokas', 'Russell Crowe', 'Steven Berkoff', 'Julian Glover']",6.2,2022
16,16,02-02-2023,Knock at the Cabin,"Thriller, Mystery, Horror, Fantasy",English,"['Dave Bautista', 'Jonathan Groff', 'Ben Aldridge', 'Kristen Cui', 'Nikki Amuka-Bird', 'Rupert Grint', 'Abby Quinn', 'Clare Louise Frost', 'McKenna Kerrigan']",6.4,2023
17,17,01/13/2023 ,The Devil Conspiracy,"Horror, Thriller",English,"['Alice Orr-Ewing', 'Joe Doyle', 'Eveline Hall', 'Peter Mensah', 'Joe Anderson', 'Brian Caspe', 'Spencer Wilding', 'James Faulkner', 'Victoria Chilap']",6.5,2023
18,18,01/19/2023 ,Cazadora,Thriller,Spanish,"['Natalia Reddersen', 'Willy Semler', 'Alexandra Von Hummel', 'Felipe Valenzuela']",5.7,2023
19,19,12/15/2022 ,Gold Run,"War, Action, Adventure, Thriller",Norwegian,"['Jon Øigarden', 'Ida Elise Broch', 'Sven Nordin', 'Eivind Sander', 'Axel Bøyum', 'Morten Svartveit', 'Anatole Taubman', 'Thorbjørn Harr', 'Gard B. Eidsvold']",6.5,2022
20,20,03/17/2023 ,The Magician's Elephant,"Animation, Adventure, Family, Fantasy",English,"['Noah Jupe', 'Mandy Patinkin', 'Brian Tyree Henry', 'Natasia Demetriou', 'Sian Clifford', 'Benedict Wong', 'Miranda Richardson', 'Kirby Howell-Baptiste', 'Aasif Mandvi']",7.3,2023
21,21,01/27/2023 ,Plane,"Action, Adventure, Thriller",English,"['Gerard Butler', 'Mike Colter', 'Yoson An', 'Tony Goldwyn', 'Daniella Pineda', 'Paul Ben-Victor', 'Remi Adeleke', 'Joey Slotnick', 'Evan Dane Taylor']",6.9,2023
22,22,02/25/2004 ,The Passion of the Christ,Drama,English,"['Jim Caviezel', 'Maia Morgenstern', 'Christo Jivkov', 'Francesco De Vito', 'Monica Bellucci', 'Mattia Sbragia', 'Toni Bertorelli', 'Luca Lionello', 'Hristo Shopov']",7.4,2004
23,23,03/28/2023 ,Batman: The Doom That Came to Gotham,"Animation, Fantasy, Horror, Action, Mystery",English,"['David Giuntoli', 'Patrick Fabian', 'John DiMaggio', 'Karan Brar', 'Navid Negahban', 'Darin De Paul', '""Emily OBrien""', 'Christopher Gorham', 'David Dastmalchian']",6.4,2023
24,24,03/16/2023 ,Shazam! Fury of the Gods,"Action, Comedy, Fantasy",English,"['Zachary Levi', 'Asher Angel', 'Jack Dylan Grazer', 'Grace Caroline Currey', 'Helen Mirren', 'Lucy Liu', 'Rachel Zegler', 'Adam Brody', 'Meagan Good']",6.9,2023
25,25,02-10-2023,Consecration,"Horror, Thriller",English,"['Jena Malone', 'Danny Huston', 'Thoren Ferguson', 'Janet Suzman', 'Ian Pirie', 'Steffan Cennydd', 'Will Keen', 'Alexandra Lewis', 'Kit Rakusen']",6.5,2023
26,26,08-12-2022,Shark Side of the Moon,"Action, Sci-Fi, Thriller, Horror",English,"['Maxi Witrak', 'Ego Mikitas', 'Michael Marcel', 'Tania Fox', 'Konstantin Podprugin', 'Lindsey Marie Wilson', 'Lydia Hunter', 'Reginald Stalling III', 'Terrance Livingston Jr.']",5.3,2022
27,27,10/20/2022 ,Black Adam,"Action, Adventure, Sci-Fi, Fantasy",English,"['Dwayne Johnson', 'Aldis Hodge', 'Noah Centineo', 'Sarah Shahi', 'Quintessa Swindell', 'Marwan Kenzari', 'Mo Amer', 'Bodhi Sabongui', 'Pierce Brosnan']",7.1,2022
28,28,03/15/2023 ,Money Shot: The Pornhub Story,Documentary,English,"['Noelle Perdue', 'Mike Stabile', 'FSC', 'Self - Porn Performer', 'Self - Porn Performer', 'Self - Journalist', 'Bree Mills', 'Cherie DeVille', 'Asa Akira', 'Natassia Dreams']",5.8,2023
29,29,01-12-2023,M3GAN,"Sci-Fi, Horror, Comedy",English,"['Allison Williams', 'Violet McGraw', 'Jenna Davis', 'Amie Donald', 'Jen Van Epps', 'Brian Jordan Alvarez', 'Ronny Chieng', 'Stephane Garneau-Monten', 'Amy Usherwood']",7.4,2023
30,30,02/16/2023 ,Ant-Man and the Wasp: Quantumania,"Sci-Fi, Adventure, Action",English,"['Paul Rudd', 'Evangeline Lilly', 'Jonathan Majors', 'Kathryn Newton', 'Michelle Pfeiffer', 'Michael Douglas', 'Corey Stoll', 'Bill Murray', 'William Jackson Harper']",6.3,2023
31,31,03-03-2023,Sayen,"Thriller, Action",Spanish,"['Rallén Montenegro', 'Arón Piper', 'Enrique Arce', 'Roberto García Ruiz', 'Loreto Aravena', 'Alejandro Trejo', 'Eduardo Paxeco', 'Camilo Arancibia', 'Teresa Ramos']",6.2,2023
32,32,02/24/2023 ,Die Hart,"Action, Comedy, Thriller",English,"['Kevin Hart', 'John Travolta', 'Nathalie Emmanuel', 'Jean Reno', 'Josh Hartnett', 'Kenneth Trujillo', 'Joshua Lamboy', 'Brandon Quinn', 'Milana Vayntrub']",6.2,2023
33,33,11-04-2022,13 Exorcisms,"Drama, Horror",Spanish,"['María Romanillos', 'Ruth Díaz', 'Urko Olazábal', 'Pablo Revuelta', 'José Sacristán', 'Daniela Bini', 'Cristina Castaño', 'Silma López', 'Daniel Arias']",5.5,2022
34,34,06/29/2022 ,H.P. Lovecraft's Witch House,Horror,English,"['Portia Chellelynn', 'Julie Anne Prescott', 'Andrea Collins', 'Erin Trimble', 'Solon Tsangaras', 'John Johnson', 'Shonda Laverty', 'Bill Levin', 'Joe Padgett']",6.0,2022
35,35,05/18/2017 ,John Wick: Chapter 2,"Action, Thriller, Crime",English,"['Keanu Reeves', 'Common', 'Ian McShane', 'Laurence Fishburne', 'Riccardo Scamarcio', 'Ruby Rose', 'Lance Reddick', 'Peter Stormare', 'Bridget Moynahan']",7.3,2017
36,36,09/24/2022 ,Sick,"Horror, Thriller",English,"['Gideon Adlon', 'Bethlehem Million', 'Dylan Sprayberry', 'Marc Menchaca', 'Jane Adams', 'Joel Courtney', 'Chris Reid', 'Duane Stephens', 'Logan Murphy']",6.3,2022
37,37,03-01-2023,Black Warrant,"Action, Thriller",English,"['Tom Berenger', 'Cam Gigandet', 'Jeff Fahey', 'Jonathan Avigdori', 'Sara Seyed', 'Rafael Cabrera', 'Rodrigo Abed', 'Tonantzin Esparza']",5.4,2023
38,38,01/26/2023 ,Shotgun Wedding,"Action, Comedy, Romance",English,"['Jennifer Lopez', 'Josh Duhamel', 'Jennifer Coolidge', 'Sônia Braga', 'Lenny Kravitz', '""DArcy Carden""', 'Cheech Marin', 'Selena Tan', 'Desmin Borges']",6.3,2023
39,39,05/16/2019 ,John Wick: Chapter 3 - Parabellum,"Action, Thriller, Crime",English,"['Keanu Reeves', 'Halle Berry', 'Ian McShane', 'Laurence Fishburne', 'Mark Dacascos', 'Asia Kate Dillon', 'Lance Reddick', 'Anjelica Huston', 'Tobias Segal']",7.4,2019
40,40,02-07-2023,Legion of Super-Heroes,"Animation, Action, Sci-Fi",English,"['Meg Donnelly', 'Harry Shum Jr.', 'Darren Criss', 'Jensen Ackles', 'Matt Bomer', 'Cynthia Hamidi', 'Yuri Lowenthal', 'Gideon Adlon', 'Ely Henry']",6.3,2023
41,41,09/22/2022 ,Fall,"Thriller, Drama",English,"['Grace Caroline Currey', 'Virginia Gardner', 'Jeffrey Dean Morgan', 'Mason Gooding', 'Jasper Cole', 'Darrell Dennis', 'Julia Pace Mitchell']",7.3,2022
42,42,04/22/2022 ,Lord of the Streets,Action,English,"['Treach', 'Quinton Jackson', 'Khalil Rountree Jr.', 'Anderson Silva', 'Richard Grieco', 'A.J. McKee', 'Gigi Gustin', 'Meredith Thomas', 'Ashley Doris']",5.2,2022
43,43,02-03-2023,Little Dixie,"Thriller, Action, Drama, Crime",English,"['Frank Grillo', 'Eric Dane', 'Annabeth Gish', 'Mercedes Mason', 'Peter Greene', 'Beau Knapp', 'Thomas Dekker', 'Maurice Compte', 'Sufe Bradshaw']",6.0,2023
44,44,02-02-2023,The Whale,Drama,English,"['Brendan Fraser', 'Sadie Sink', 'Hong Chau', 'Ty Simpkins', 'Samantha Morton', 'Sathya Sridharan', 'Jacey Sink', 'Wilhelm Schalaudek']",8.1,2023
45,45,10/28/2022 ,Prey for the Devil,"Horror, Thriller",English,"['Jacqueline Byers', 'Colin Salmon', 'Christian Navarro', 'Lisa Palfrey', 'Nicholas Ralph', 'Ben Cross', 'Virginia Madsen', 'Tom Forbes', 'Velizar Binev']",7.1,2022
46,46,09/23/2022 ,Bandit,"Crime, Drama, Thriller",English,"['Josh Duhamel', 'Elisha Cuthbert', 'Mel Gibson', 'Nestor Carbonell', 'Lorenzo Yearby', 'Swen Temmel', 'Keith Arthur Bolden', 'Dylan Flashner', '""Olivia dAbo""']",6.2,2022
47,47,12-08-2022,Roald Dahl's Matilda the Musical,"Family, Comedy, Fantasy",English,"['Alisha Weir', 'Emma Thompson', 'Lashana Lynch', 'Stephen Graham', 'Andrea Riseborough', 'Sindhu Vee', 'Charlie Hodson-Prior', 'Meesha Garbett', 'Rei Yamauchi Fulker']",6.8,2022
48,48,12/15/2022 ,The Simpsons Meet the Bocellis in Feliz Navidad,"Animation, Family, Comedy",English,"['Nancy Cartwright', 'Yeardley Smith', 'Dan Castellaneta', 'Julie Kavner', 'Andrea Bocelli', 'Matteo Bocelli', 'Virginia Bocelli']",5.2,2022
49,49,02/25/2021 ,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,"Animation, Action, Adventure, Fantasy, Thriller",Japanese,"['Natsuki Hanae', 'Akari Kito', 'Hiro Shimono', 'Yoshitsugu Matsuoka', 'Satoshi Hino', 'Takahiro Sakurai', 'Katsuyuki Konishi', 'Saori Hayami', 'Kenichi Suzumura']",8.3,2021
50,50,02/23/2023 ,Huesera: The Bone Woman,"Drama, Horror, Mystery",Spanish,"['Natalia Solián', 'Alfonso Dosal', 'Mayra Batalla', 'Mercedes Hernández', 'Aida López', 'Martha Claudia Moreno', 'Enoc Leaño', 'Pablo Guisa Koestinger', 'Sonia Couoh']",5.8,2023
51,51,11-09-2022,The Last Heretic,"Thriller, Horror",Spanish,"['Germán Palacios', 'Victoria Almeida', 'Gloria Carrá', 'César Bordón', 'Germán de Silva', 'Miguel Jordán', 'Héctor Calori', 'María Inés Banegas', 'Daniel Miglioranza']",5.5,2022
52,52,01/20/2023 ,JUNG_E,"Sci-Fi, Action, Adventure",Korean,"['Kang Soo-youn', 'Kim Hyun-joo', 'Ryu Kyung-soo', 'Uhm Ji-won', 'Lee Dong-hee', 'Han Woo-yeol', 'Lee Ga-kyung', 'Shin Min-jae', 'Kim Sun-hyuk']",6.3,2023
53,53,01-01-2023,A Man Called Otto,"Comedy, Drama",English,"['Tom Hanks', 'Mariana Treviño', 'Rachel Keller', 'Manuel Garcia-Rulfo', 'Cameron Britton', 'Kailey Hyman', 'Mike Birbiglia', 'Elle Chapman', 'Joe Fishel']",7.9,2023
54,54,03-09-2023,Champions,Comedy,English,"['Woody Harrelson', 'Kaitlin Olson', 'Cheech Marin', 'Matt Cook', 'Ernie Hudson', 'Madison Tevlin', 'Joshua Felder', 'Kevin Iannucci', 'Ashton Gunning']",6.8,2023
55,55,03/30/2023 ,Dungeons & Dragons: Honor Among Thieves,"Adventure, Fantasy, Comedy",English,"['Chris Pine', 'Michelle Rodriguez', 'Regé-Jean Page', 'Justice Smith', 'Sophia Lillis', 'Hugh Grant', 'Jason Wong', 'Chloe Coleman', 'Daisy Head']",7.6,2023
56,56,12-01-2022,Troll,"Fantasy, Action, Adventure, Thriller",Norwegian,"['Ine Marie Wilmann', 'Kim S. Falck-Jørgensen', 'Mads Sjøgård Pettersen', 'Gard B. Eidsvold', 'Anneke von der Lippe', 'Dennis Storhøi', 'Karoline Viktoria Sletteng Garvang', 'Yusuf Toosh Ibra', 'Ameli Olving Sælevik']",6.8,2022
57,57,03/31/2022 ,Sonic the Hedgehog 2,"Action, Adventure, Family, Comedy",English,"['James Marsden', 'Ben Schwartz', 'Tika Sumpter', 'Natasha Rothwell', 'Adam Pally', 'Shemar Moore', '""Colleen OShaughnessey""', 'Lee Majdoub', 'Idris Elba']",7.6,2022
58,58,05/20/1994 ,A Bronx Tale,"Drama, Crime",English,"['Robert De Niro', 'Chazz Palminteri', 'Lillo Brancato', 'Francis Capra', 'Taral Hicks', 'Kathrine Narducci', 'Clem Caserta', 'Alfred Sauchelli Jr.', 'Frank Pietrangolare']",7.8,1994
59,59,01/19/2023 ,Big Trip 2: Special Delivery,"Animation, Family, Adventure, Comedy",Russian,"['Daniil Medvedev', 'Bernard Jacobsen', 'Stephen Thomas Ochsner', 'Liza Klimova', 'Kate Lann', 'Jonathan Salway', 'Jordan Worsley', 'David Andrew Grout', 'Andrey Kurganov']",6.5,2023
60,60,12/28/2022 ,Encanto at the Hollywood Bowl,Music,English,"['Lin-Manuel Miranda', 'Stephanie Beatriz', 'Adassa', 'Carolina Gaitán', 'Jessica Darrow', 'Diane Guerrero', 'Mauro Castillo', 'Angie Cepeda', 'Olga Merediz']",7.3,2022
61,61,03-04-2009,The Forbidden Legend: Sex & Chopsticks 2,"Comedy, Drama, Romance",Cantonese,"['Wai-Kin Lam', 'Serina Hayakawa', 'Kaera Uehara', 'Winnie Leung', 'Hikaru Wakana', 'Lee Kin-Yan', 'Tam Kon-Chung', 'Samuel Leung Cheuk-Moon', 'Frankie Ng']",6.0,2009
62,62,05/26/2022 ,Top Gun: Maverick,"Action, Drama",English,"['Tom Cruise', 'Miles Teller', 'Jennifer Connelly', 'Jon Hamm', 'Glen Powell', 'Ed Harris', 'Val Kilmer', 'Lewis Pullman', 'Charles Parnell']",8.3,2022
63,63,04-06-2023,On a Wing and a Prayer,"Drama, Thriller",English,"['Dennis Quaid', 'Heather Graham', 'Jesse Metcalfe', 'Abbey Rhyne', 'Jessi Case', 'Brett Rice', 'Rocky Myers', 'Selena Anduze', 'E. Roger Mitchell']",6.5,2023
64,64,08/24/2022 ,Sniper: The White Raven,"War, Drama",Ukrainian,"['Pavlo Aldoshyn', 'Maryna Koshkina', 'Andrii Mostrenko', 'Roman Semysal', 'Roman Yasinovskyi', 'Oleh Shulha', 'Yehor Kozlov', 'Yevhen Chernykov', 'Vadym Kurylko']",7.6,2022
65,65,12-01-2022,The Enforcer,"Action, Crime, Drama, Thriller",English,"['Antonio Banderas', 'Kate Bosworth', 'Mojean Aria', 'Alexis Ren', 'Zolee Griggs', '2 Chainz', 'Aaron Cohen', 'Natalie Burn', 'Mark Rhino Smith']",7.4,2022
66,66,11/17/2022 ,Diabolik - Ginko Attacks,"Crime, Action",Italian,"['Giacomo Gianniotti', 'Miriam Leone', 'Valerio Mastandrea', 'Monica Bellucci', 'Alessio Lapice', 'Linda Caridi', 'Pier Giorgio Bellocchio', 'Ester Pantano', 'Andrea Roncato']",5.7,2022
67,67,03-09-2023,Scream VI,"Horror, Mystery, Thriller",English,"['Melissa Barrera', 'Jenna Ortega', 'Jasmin Savoy Brown', 'Mason Gooding', 'Roger Jackson', 'Courteney Cox', 'Dermot Mulroney', 'Jack Champion', 'Josh Segarra']",7.3,2023
68,68,12/17/2009 ,Avatar,"Action, Adventure, Fantasy, Sci-Fi",English,"['Sam Worthington', 'Zoe Saldaña', 'Sigourney Weaver', 'Stephen Lang', 'Michelle Rodriguez', 'Giovanni Ribisi', 'Joel David Moore', 'CCH Pounder', 'Wes Studi']",7.6,2009
69,69,08/26/2022 ,Breaking,"Crime, Drama, Thriller",English,"['John Boyega', 'Michael Kenneth Williams', 'Nicole Beharie', 'Connie Britton', 'Selenis Leyva', 'Jeffrey Donovan', 'Olivia Washington', 'London Covington', 'Robb Derringer']",6.7,2022
70,70,03/31/2023 ,Tetris,"Thriller, History, Drama",English,"['Taron Egerton', 'Nikita Efremov', 'Sofia Lebedeva', 'Anthony Boyle', 'Toby Jones', 'Igor Grabuzov', 'Ben Miles', 'Ken Yamamura', 'Roger Allam']",7.8,2023
71,71,03-09-2023,65,"Thriller, Sci-Fi, Action",English,"['Adam Driver', 'Ariana Greenblatt', 'Chloe Coleman', 'Nika King', 'Brian Dare']",6.3,2023
72,72,07-06-2022,Thor: Love and Thunder,"Fantasy, Action, Comedy",English,"['Chris Hemsworth', 'Natalie Portman', 'Christian Bale', 'Tessa Thompson', 'Taika Waititi', 'Jaimie Alexander', 'Russell Crowe', 'Chris Pratt', 'Karen Gillan']",6.6,2022
73,73,01/14/2022 ,Arctic Void,"Sci-Fi, Thriller",English,"['Michael Weaver', 'Tim Griffin', 'Justin Huen', 'Rune Temte', 'Sarah Alles', 'Laura Sophia Becker', 'Ingrid Liavaag', 'Thea Sofie Loch Næss']",4.7,2022
74,74,10/28/2022 ,Terrifier 2,Horror,English,"['Lauren LaVera', 'David Howard Thornton', 'Elliott Fullam', 'Sarah Voigt', 'Kailey Hyman', 'Casey Hartnett', 'Charlie McElveen', 'Amelie McLain', 'Johnath Davis']",6.9,2022
75,75,11/26/2014 ,John Wick,"Action, Thriller",English,"['Keanu Reeves', 'Michael Nyqvist', 'Ian McShane', 'John Leguizamo', 'Willem Dafoe', 'Alfie Allen', 'Dean Winters', 'Adrianne Palicki', 'Lance Reddick']",7.4,2014
76,76,12/16/2021 ,Spider-Man: No Way Home,"Action, Adventure, Sci-Fi",English,"['Tom Holland', 'Zendaya', 'Benedict Cumberbatch', 'Jacob Batalon', 'Jon Favreau', 'Jamie Foxx', 'Willem Dafoe', 'Alfred Molina', 'Benedict Wong']",8.0,2021
77,77,11/15/2022 ,R.I.P.D. 2: Rise of the Damned,"Action, Comedy, Fantasy, Crime",English,"['Jeffrey Donovan', 'Penelope Mitchell', 'Richard Brake', 'Kerry Knuppe', 'Jake Choi', 'Richard Fleeshman', 'Craige Els', 'Tilly Keeper', 'Nóra Trokán']",6.6,2022
78,78,04-07-2022,Dolphin Boy,"Animation, Adventure, Fantasy, Comedy",Russian,"['Polina Avdeenko', 'Yuliya Rudina', 'Boris Khasanov', 'Yuliya Zorkina', 'Vasilisa Ruchimskaya']",6.5,2022
79,79,11/24/2022 ,Guillermo del Toro's Pinocchio,"Animation, Fantasy, Drama, Music",English,"['Gregory Mann', 'Ewan McGregor', 'David Bradley', 'Christoph Waltz', 'Tilda Swinton', 'Ron Perlman', 'Finn Wolfhard', 'Cate Blanchett', 'Tim Blake Nelson']",8.2,2022
80,80,12/14/2022 ,A Frozen Rooster,"Animation, Adventure, Comedy, Family",Spanish,"['Bruno Bichir', 'Mauricio Castillo', 'Marcelo Barcelo', 'Miguel Rodarte', 'Arath de la Torre', 'Angélica Vale', 'Maite Perroni', 'Carlos Espejel', 'Vadhir Derbez']",7.9,2022
81,81,08/18/2022 ,Dragon Ball Super: Super Hero,"Animation, Sci-Fi, Action",Japanese,"['Masako Nozawa', 'Toshio Furukawa', 'Yuko Minaguchi', 'Hiroshi Kamiya', 'Mamoru Miyano', 'Miyu Irino', 'Ryota Takeuchi', 'Aya Hisakawa', 'Mayumi Tanaka']",7.9,2022
82,82,11-04-2022,Nocebo,"Mystery, Thriller, Horror",English,"['Eva Green', 'Mark Strong', 'Chai Fonacier', 'Billie Gadsdon', 'Cathy Belton', 'Anthony Falcon']",6.3,2022
83,83,08-05-2022,Prey,"Thriller, Action, Sci-Fi",English,"['Amber Midthunder', 'Dakota Beavers', 'Michelle Thrush', 'Stormee Kipp', 'Julian Black Antelope', 'Dane DiLiegro', 'Stefany Mathias', 'Bennett Taylor', 'Mike Paterson']",7.8,2022
84,84,11-01-2022,Hex,"Action, Horror, Thriller",English,"['Kayla Adams', 'Matthew Holcomb', 'Bryan David Roberts', 'Chloe Berman', 'Brad Worch II', 'Eric Alperin', 'Cody Renee Cameron']",6.1,2022
85,85,09-09-2022,Medieval,"Action, Drama, History",English,"['Ben Foster', 'Sophie Lowe', 'Michael Caine', 'Til Schweiger', 'Matthew Goode', 'Roland Møller', 'William Moseley', 'Karel Roden', 'Werner Daehn']",7.2,2022
86,86,03/16/2023 ,Barbie: Skipper and the Big Babysitting Adventure,"Family, Animation",English,"['Kirsten Day', 'America Young', 'Ogie Banks', 'Laila Berzins', 'Alex Cazares', 'Greg Chun', 'Julyza Commodore', 'Innocent Ekakitie', 'Lisa Fuson']",7.3,2023
87,87,06-10-1993,Super Mario Bros.,"Action, Adventure, Comedy, Family, Sci-Fi",English,"['Bob Hoskins', 'John Leguizamo', 'Dennis Hopper', 'Samantha Mathis', 'Fisher Stevens', 'Richard Edson', 'Fiona Shaw', 'Mojo Nixon', 'Lance Henriksen']",4.3,1993
88,88,01-05-2023,Transfusion,"Crime, Thriller, Drama",English,"['Sam Worthington', 'Matt Nable', 'Phoebe Tonkin', 'Edward Carmody', 'Susie Porter', 'Jeremy Lindsay Taylor', 'Sam Parsonson', 'Sam Cotton', 'George Houvardas']",6.4,2023
89,89,06-09-2022,Jurassic World Dominion,"Adventure, Action, Sci-Fi",English,"['Chris Pratt', 'Bryce Dallas Howard', 'Laura Dern', 'Jeff Goldblum', 'Sam Neill', 'DeWanda Wise', 'Mamoudou Athie', 'Isabella Sermon', 'Campbell Scott']",6.9,2022
90,90,12-06-2022,The Boss Baby: Christmas Bonus,"Animation, Family, Adventure",English,"['JP Karliak', 'Pierce Gagnon', 'Amaryllis Aubel', 'Jodi Benson', 'Alex Cazares', 'Kalen Chase', 'Ray Chase', 'David W. Collins', 'Dana Davis']",6.8,2022
91,91,04-04-2019,Shazam!,"Action, Comedy, Fantasy",English,"['Zachary Levi', 'Mark Strong', 'Asher Angel', 'Jack Dylan Grazer', 'Adam Brody', 'Djimon Hounsou', 'Faithe Herman', 'Meagan Good', 'Grace Caroline Currey']",7.0,2019
92,92,12/22/2022 ,El último hombre sobre la Tierra,Comedy,Spanish,"['Jhon Álex Toro', 'Laura Acuña', 'Rodrigo Candamil']",6.5,2022
93,93,10/13/2022 ,All Quiet on the Western Front,"Drama, War, History",German,"['Felix Kammerer', 'Albrecht Schuch', 'Aaron Hilmer', 'Moritz Klaus', 'Adrian Grünewald', 'Edin Hasanović', 'Daniel Brühl', 'Thibault de Montalembert', 'Devid Striesow']",7.8,2022
94,94,12-01-2022,Violent Night,"Action, Comedy, Crime, Thriller",English,"['David Harbour', 'John Leguizamo', '""Beverly DAngelo""', 'Alex Hassell', 'Alexis Louder', 'Edi Patterson', 'Cam Gigandet', 'Leah Brady', 'André Eriksen']",7.6,2022
95,95,01/13/2022 ,Scream,"Horror, Mystery, Thriller",English,"['Melissa Barrera', 'Mason Gooding', 'Jenna Ortega', 'Jack Quaid', 'Mikey Madison', 'Courteney Cox', 'David Arquette', 'Neve Campbell', 'Dylan Minnette']",6.7,2022
96,96,01/13/2022 ,Scream,"Horror, Mystery, Thriller",English,"['Melissa Barrera', 'Mason Gooding', 'Jenna Ortega', 'Jack Quaid', 'Mikey Madison', 'Courteney Cox', 'David Arquette', 'Neve Campbell', 'Dylan Minnette']",6.7,2022
97,97,01/20/2023 ,Devotion,"War, History, Drama",English,"['Jonathan Majors', 'Glen Powell', 'Christina Jackson', 'Thomas Sadoski', 'Daren Kagasoff', 'Joe Jonas', 'Spencer Neville', 'Nick Hargrove', 'Boone Platt']",7.4,2023
